population	dam	sire	id	cohort	block_germination	date_sow	date_germination	block_garden	initial_size_mm	winter_survival_boolean	time_to_germination_days
NMT	NMT12	NMT09	NMT_12_09	north	north_B	2015-08-03	2015-08-11	north_B	32.39	FALSE	8
NMT	NMT11	NMT09	NMT_11_09	north	north_B	2015-08-03	2015-08-09	north_B	27	FALSE	6
NMT	NMT12	NMT10	NMT_12_10	north	north_B	2015-08-03	2015-08-10	north_B	31.24	TRUE	7
WFM	WFM11	WFM10	WFM_11_10	north	north_B	2015-08-03	2015-08-10	north_B	37.08	FALSE	7
CUR	CUR06	CUR03	CUR_06_03	north	north_B	2015-08-03	2015-08-25	north_B	NA	FALSE	22
CUR	CUR01	CUR12	CUR_01_12	north	north_B	2015-08-03	2015-08-09	north_B	39.91	FALSE	6
NMT	NMT01	NMT15	NMT_01_15	north	north_B	2015-08-03	2015-08-11	north_B	29.8	TRUE	8
NMT	NMT09	NMT06	NMT_09_06	north	north_B	2015-08-03	2015-08-11	north_B	35.94	FALSE	8
NMT	NMT05	NMT03	NMT_05_03	north	north_B	2015-08-03	2015-08-11	north_B	37.98	FALSE	8
LIJ	LIJ09	LIJ06	LIJ_09_06	north	north_B	2015-08-03	2015-08-10	north_B	37.8	TRUE	7
WFM	WFM12	WFM09	WFM_12_09	north	north_B	2015-08-03	2015-08-09	north_B	40.11	FALSE	6
RCK	RCK02	RCK15	RCK_02_15	north	north_B	2015-08-03	2015-08-17	north_B	22.79	FALSE	14
WFM	WFM10	WFM09	WFM_10_09	north	north_B	2015-08-03	2015-08-09	north_B	29.64	TRUE	6
CUR	CUR10	CUR07	CUR_10_07	north	north_B	2015-08-03	2015-08-11	north_B	37.93	TRUE	8
LIJ	LIJ12	LIJ09	LIJ_12_09	north	north_B	2015-08-03	2015-08-10	north_B	32.45	FALSE	7
WFM	WFM02	WFM01	WFM_02_01	north	north_B	2015-08-03	2015-08-10	north_B	27.76	FALSE	7
NMT	NMT11	NMT10	NMT_11_10	north	north_B	2015-08-03	2015-08-11	north_B	37.93	FALSE	8
LIJ	LIJ14	LIJ11	LIJ_14_11	north	north_B	2015-08-03	2015-08-17	north_B	16.12	FALSE	14
CUR	CUR13	CUR10	CUR_13_10	north	north_B	2015-08-03	2015-08-11	north_B	31.15	FALSE	8
NMT	NMT13	NMT12	NMT_13_12	north	north_B	2015-08-03	2015-08-09	north_B	42.29	TRUE	6
CUR	CUR15	CUR13	CUR_15_13	north	north_B	2015-08-03	2015-08-17	north_B	20.49	FALSE	14
LIJ	LIJ10	LIJ08	LIJ_10_08	north	north_B	2015-08-03	2015-08-11	north_B	29.9	TRUE	8
NMT	NMT15	NMT14	NMT_15_14	north	north_B	2015-08-03	2015-08-10	north_B	30.74	TRUE	7
WFM	WFM11	WFM07	WFM_11_07	north	north_B	2015-08-03	2015-08-11	north_B	19.63	FALSE	8
LIJ	LIJ15	LIJ13	LIJ_15_13	north	north_B	2015-08-03	2015-08-11	north_B	23.65	FALSE	8
WFM	WFM01	WFM14	WFM_01_14	north	north_B	2015-08-03	2015-08-11	north_B	42.3	FALSE	8
NMT	NMT15	NMT12	NMT_15_12	north	north_B	2015-08-03	2015-08-09	north_B	30.12	FALSE	6
RCK	RCK03	RCK15	RCK_03_15	north	north_B	2015-08-03	2015-08-10	north_B	17.42	FALSE	7
WFM	WFM09	WFM05	WFM_09_05	north	north_B	2015-08-03	2015-08-09	north_B	35.87	TRUE	6
LIJ	LIJ01	LIJ14	LIJ_01_14	north	north_B	2015-08-03	2015-08-10	north_B	27.67	TRUE	7
CUR	CUR11	CUR07	CUR_11_07	north	north_B	2015-08-03	2015-08-09	north_B	31.72	TRUE	6
CUR	CUR04	CUR01	CUR_04_01	north	north_B	2015-08-03	2015-08-10	north_B	39.4	FALSE	7
NMT	NMT14	NMT12	NMT_14_12	north	north_B	2015-08-03	2015-08-09	north_B	34.03	FALSE	6
CUR	CUR08	CUR05	CUR_08_05	north	north_B	2015-08-03	2015-08-09	north_B	28.75	TRUE	6
CUR	CUR06	CUR02	CUR_06_02	north	north_B	2015-08-03	2015-08-09	north_B	39.11	FALSE	6
NMT	NMT13	NMT11	NMT_13_11	north	north_B	2015-08-03	2015-08-09	north_B	36.26	FALSE	6
RCK	RCK09	RCK08	RCK_09_08	north	north_B	2015-08-03	2015-08-14	north_B	30.33	FALSE	11
WFM	WFM07	WFM04	WFM_07_04	north	north_B	2015-08-03	2015-08-10	north_B	30.32	FALSE	7
LIJ	LIJ14	LIJ12	LIJ_14_12	north	north_B	2015-08-03	2015-08-25	north_B	15.63	FALSE	22
WFM	WFM02	WFM15	WFM_02_15	north	north_B	2015-08-03	2015-08-11	north_B	38.13	TRUE	8
NMT	NMT05	NMT02	NMT_05_02	north	north_B	2015-08-03	2015-08-09	north_B	33.79	FALSE	6
CUR	CUR15	CUR11	CUR_15_11	north	north_B	2015-08-03	2015-08-10	north_B	28.08	FALSE	7
WFM	WFM15	WFM14	WFM_15_14	north	north_B	2015-08-03	2015-08-09	north_B	34.93	FALSE	6
CUR	CUR13	CUR11	CUR_13_11	north	north_B	2015-08-03	2015-08-09	north_B	39.04	FALSE	6
NMT	NMT12	NMT11	NMT_12_11	north	north_B	2015-08-03	2015-08-09	north_B	27.21	TRUE	6
WFM	WFM06	WFM03	WFM_06_03	north	north_B	2015-08-03	2015-08-09	north_B	33.92	TRUE	6
WFM	WFM08	WFM07	WFM_08_07	north	north_B	2015-08-03	2015-08-09	north_B	33.92	TRUE	6
RCK	RCK08	RCK05	RCK_08_05	north	north_B	2015-08-03	2015-08-19	north_B	22.81	FALSE	16
CUR	CUR02	CUR15	CUR_02_15	north	north_B	2015-08-03	2015-08-11	north_B	25.29	FALSE	8
WFM	WFM13	WFM09	WFM_13_09	north	north_B	2015-08-03	2015-08-09	north_B	29.8	TRUE	6
LIJ	LIJ14	LIJ10	LIJ_14_10	north	north_B	2015-08-03	2015-08-11	north_B	25.65	FALSE	8
CUR	CUR09	CUR06	CUR_09_06	north	north_B	2015-08-03	2015-08-10	north_B	30.34	FALSE	7
CUR	CUR15	CUR12	CUR_15_12	north	north_B	2015-08-03	2015-08-12	north_B	25.68	TRUE	9
CUR	CUR05	CUR03	CUR_05_03	north	north_B	2015-08-03	2015-08-10	north_B	40.54	FALSE	7
WFM	WFM07	WFM03	WFM_07_03	north	north_B	2015-08-03	2015-08-09	north_B	32.27	TRUE	6
RCK	RCK12	RCK11	RCK_12_11	north	north_B	2015-08-03	2015-08-11	north_B	19.98	FALSE	8
WFM	WFM11	WFM08	WFM_11_08	north	north_B	2015-08-03	2015-08-09	north_B	23.32	TRUE	6
NMT	NMT03	NMT02	NMT_03_02	north	north_B	2015-08-03	2015-08-11	north_B	29.88	TRUE	8
RCK	RCK02	RCK01	RCK_02_01	north	north_B	2015-08-03	2015-08-18	north_B	6.86	FALSE	15
RCK	RCK10	RCK08	RCK_10_08	north	north_B	2015-08-03	2015-08-10	north_B	28.5	FALSE	7
CUR	CUR04	CUR02	CUR_04_02	north	north_B	2015-08-03	2015-08-11	north_B	23.5	FALSE	8
RCK	RCK14	RCK11	RCK_14_11	north	north_B	2015-08-03	2015-08-19	north_B	19.05	FALSE	16
LIJ	LIJ07	LIJ02	LIJ_07_02	north	north_B	2015-08-03	2015-08-09	north_B	32.72	TRUE	6
RCK	RCK02	RCK14	RCK_02_14	north	north_B	2015-08-03	2015-08-12	north_B	25.87	TRUE	9
RCK	RCK11	RCK08	RCK_11_08	north	north_B	2015-08-03	2015-08-11	north_B	25.42	FALSE	8
LIJ	LIJ03	LIJ15	LIJ_03_15	north	north_B	2015-08-03	2015-08-18	north_B	14.83	TRUE	15
WFM	WFM15	WFM13	WFM_15_13	north	north_B	2015-08-03	2015-08-10	north_B	32.46	TRUE	7
NMT	NMT10	NMT07	NMT_10_07	north	north_B	2015-08-03	2015-08-18	north_B	NA	FALSE	15
LIJ	LIJ02	LIJ13	LIJ_02_13	north	north_B	2015-08-03	2015-08-11	north_B	23.95	FALSE	8
CUR	CUR13	CUR09	CUR_13_09	north	north_B	2015-08-03	2015-08-10	north_B	36.27	TRUE	7
NMT	NMT05	NMT04	NMT_05_04	north	north_B	2015-08-03	2015-08-09	north_B	32.19	TRUE	6
CUR	CUR03	CUR14	CUR_03_14	north	north_B	2015-08-03	2015-08-09	north_B	41.62	TRUE	6
NMT	NMT03	NMT01	NMT_03_01	north	north_B	2015-08-03	2015-08-09	north_B	26.86	TRUE	6
CUR	CUR11	CUR08	CUR_11_08	north	north_B	2015-08-03	2015-08-09	north_B	46.44	TRUE	6
NMT	NMT14	NMT11	NMT_14_11	north	north_B	2015-08-03	2015-08-13	north_B	30.4	FALSE	10
WFM	WFM10	WFM08	WFM_10_08	north	north_B	2015-08-03	2015-08-10	north_B	18.95	FALSE	7
RCK	RCK01	RCK14	RCK_01_14	north	north_B	2015-08-03	2015-08-11	north_B	21.85	TRUE	8
LIJ	LIJ05	LIJ15	LIJ_05_15	north	north_B	2015-08-03	2015-08-16	north_B	32.93	TRUE	13
NMT	NMT06	NMT03	NMT_06_03	north	north_B	2015-08-03	2015-08-09	north_B	37.45	TRUE	6
NMT	NMT01	NMT14	NMT_01_14	north	north_B	2015-08-03	2015-08-09	north_B	29.07	TRUE	6
WFM	WFM12	WFM08	WFM_12_08	north	north_B	2015-08-03	2015-08-09	north_B	34.64	TRUE	6
LIJ	LIJ02	LIJ15	LIJ_02_15	north	north_B	2015-08-03	2015-08-14	north_B	25.71	FALSE	11
LIJ	LIJ12	LIJ10	LIJ_12_10	north	north_B	2015-08-03	2015-08-09	north_B	17.28	FALSE	6
NMT	NMT04	NMT03	NMT_04_03	north	north_B	2015-08-03	2015-08-10	north_B	30.77	FALSE	7
WFM	WFM07	WFM05	WFM_07_05	north	north_B	2015-08-03	2015-08-09	north_B	25.68	TRUE	6
CUR	CUR04	CUR15	CUR_04_15	north	north_B	2015-08-03	2015-08-11	north_B	37.44	FALSE	8
CUR	CUR08	CUR06	CUR_08_06	north	north_B	2015-08-03	2015-08-10	north_B	44.28	TRUE	7
NMT	NMT01	NMT13	NMT_01_13	north	north_B	2015-08-03	2015-08-09	north_B	33.3	FALSE	6
WFM	WFM01	WFM13	WFM_01_13	north	north_B	2015-08-03	2015-08-09	north_B	29.34	TRUE	6
CUR	CUR03	CUR15	CUR_03_15	north	north_B	2015-08-03	2015-08-10	north_B	28.24	FALSE	7
LIJ	LIJ13	LIJ09	LIJ_13_09	north	north_B	2015-08-03	2015-08-09	north_B	23.37	TRUE	6
NMT	NMT08	NMT05	NMT_08_05	north	north_B	2015-08-03	2015-08-10	north_B	35.23	TRUE	7
NMT	NMT06	NMT05	NMT_06_05	north	north_B	2015-08-03	2015-08-14	north_B	25.13	TRUE	11
CUR	CUR12	CUR09	CUR_12_09	north	north_B	2015-08-03	2015-08-09	north_B	33.11	TRUE	6
WFM	WFM02	WFM13	WFM_02_13	north	north_B	2015-08-03	2015-08-10	north_B	28.81	TRUE	7
CUR	CUR08	CUR04	CUR_08_04	north	north_B	2015-08-03	2015-08-10	north_B	39.25	FALSE	7
WFM	WFM14	WFM10	WFM_14_10	north	north_B	2015-08-03	2015-08-10	north_B	21.58	TRUE	7
WFM	WFM10	WFM06	WFM_10_06	north	north_B	2015-08-03	2015-08-09	north_B	26.97	TRUE	6
LIJ	LIJ06	LIJ02	LIJ_06_02	north	north_B	2015-08-03	2015-08-13	north_B	27.76	FALSE	10
LIJ	LIJ13	LIJ10	LIJ_13_10	north	north_B	2015-08-03	2015-08-10	north_B	31.28	TRUE	7
LIJ	LIJ07	LIJ03	LIJ_07_03	north	north_B	2015-08-03	2015-08-10	north_B	25.16	TRUE	7
CUR	CUR12	CUR10	CUR_12_10	north	north_B	2015-08-03	2015-08-11	north_B	32.21	TRUE	8
RCK	RCK07	RCK04	RCK_07_04	north	north_B	2015-08-03	2015-08-10	north_B	37.93	TRUE	7
LIJ	LIJ03	LIJ01	LIJ_03_01	north	north_B	2015-08-03	2015-08-17	north_B	20	TRUE	14
LIJ	LIJ02	LIJ14	LIJ_02_14	north	north_B	2015-08-03	2015-08-10	north_B	22.17	TRUE	7
WFM	WFM08	WFM06	WFM_08_06	north	north_B	2015-08-03	2015-08-10	north_B	27.95	FALSE	7
WFM	WFM06	WFM02	WFM_06_02	north	north_B	2015-08-03	2015-08-09	north_B	22.36	FALSE	6
CUR	CUR10	CUR06	CUR_10_06	north	north_B	2015-08-03	2015-08-09	north_B	37.38	TRUE	6
NMT	NMT09	NMT07	NMT_09_07	north	north_B	2015-08-03	2015-08-10	north_B	28.38	FALSE	7
RCK	RCK09	RCK07	RCK_09_07	north	north_B	2015-08-03	2015-08-10	north_B	24.36	TRUE	7
LIJ	LIJ06	LIJ01	LIJ_06_01	north	north_B	2015-08-03	2015-08-10	north_B	27.7	TRUE	7
NMT	NMT02	NMT14	NMT_02_14	north	north_B	2015-08-03	2015-08-09	north_B	21.04	TRUE	6
NMT	NMT07	NMT05	NMT_07_05	north	north_B	2015-08-03	2015-08-13	north_B	18.5	TRUE	10
LIJ	LIJ11	LIJ09	LIJ_11_09	north	north_B	2015-08-03	2015-08-10	north_B	24.22	TRUE	7
LIJ	LIJ05	LIJ02	LIJ_05_02	north	north_B	2015-08-03	2015-08-13	north_B	23.75	FALSE	10
NMT	NMT10	NMT09	NMT_10_09	north	north_B	2015-08-03	2015-08-11	north_B	15.67	FALSE	8
RCK	RCK07	RCK05	RCK_07_05	north	north_B	2015-08-03	2015-08-11	north_B	26.82	TRUE	8
RCK	RCK15	RCK13	RCK_15_13	north	north_B	2015-08-03	2015-08-13	north_B	21.06	TRUE	10
CUR	CUR02	CUR13	CUR_02_13	north	north_B	2015-08-03	2015-08-10	north_B	25.18	TRUE	7
WFM	WFM03	WFM02	WFM_03_02	north	north_B	2015-08-03	2015-08-11	north_B	21.96	TRUE	8
LIJ	LIJ05	LIJ01	LIJ_05_01	north	north_B	2015-08-03	2015-08-17	north_B	NA	FALSE	14
CUR	CUR13	CUR11	CUR_13_11	north	north_C	2015-08-03	2015-08-10	north_C	53.79	TRUE	7
WFM	WFM13	WFM11	WFM_13_11	north	north_C	2015-08-03	2015-08-10	north_C	45.04	TRUE	7
CUR	CUR02	CUR14	CUR_02_14	north	north_C	2015-08-03	2015-08-10	north_C	54.56	TRUE	7
NMT	NMT14	NMT13	NMT_14_13	north	north_C	2015-08-03	2015-08-09	north_C	41.12	TRUE	6
WFM	WFM05	WFM04	WFM_05_04	north	north_C	2015-08-03	2015-08-14	north_C	33.67	TRUE	11
LIJ	LIJ09	LIJ06	LIJ_09_06	north	north_C	2015-08-03	2015-08-09	north_C	31.66	TRUE	6
RCK	RCK06	RCK05	RCK_06_05	north	north_C	2015-08-03	2015-08-25	north_C	NA	FALSE	22
LIJ	LIJ08	LIJ05	LIJ_08_05	north	north_C	2015-08-03	2015-08-16	north_C	23.48	TRUE	13
NMT	NMT09	NMT07	NMT_09_07	north	north_C	2015-08-03	2015-08-10	north_C	41.41	TRUE	7
CUR	CUR14	CUR12	CUR_14_12	north	north_C	2015-08-03	2015-08-10	north_C	41.12	TRUE	7
WFM	WFM12	WFM09	WFM_12_09	north	north_C	2015-08-03	2015-08-14	north_C	34.44	TRUE	11
RCK	RCK03	RCK02	RCK_03_02	north	north_C	2015-08-03	2015-08-19	north_C	18.76	TRUE	16
WFM	WFM08	WFM06	WFM_08_06	north	north_C	2015-08-03	2015-08-10	north_C	31.1	TRUE	7
NMT	NMT05	NMT04	NMT_05_04	north	north_C	2015-08-03	2015-08-11	north_C	41.01	TRUE	8
NMT	NMT15	NMT14	NMT_15_14	north	north_C	2015-08-03	2015-08-09	north_C	30.88	TRUE	6
NMT	NMT05	NMT02	NMT_05_02	north	north_C	2015-08-03	2015-08-10	north_C	43.28	TRUE	7
RCK	RCK01	RCK15	RCK_01_15	north	north_C	2015-08-03	2015-08-14	north_C	38.22	FALSE	11
LIJ	LIJ01	LIJ12	LIJ_01_12	north	north_C	2015-08-03	2015-08-10	north_C	28.11	TRUE	7
RCK	RCK14	RCK12	RCK_14_12	north	north_C	2015-08-03	2015-08-16	north_C	NA	FALSE	13
RCK	RCK07	RCK04	RCK_07_04	north	north_C	2015-08-03	2015-08-25	north_C	NA	FALSE	22
RCK	RCK09	RCK06	RCK_09_06	north	north_C	2015-08-03	2015-08-11	north_C	33.89	TRUE	8
LIJ	LIJ15	LIJ12	LIJ_15_12	north	north_C	2015-08-03	2015-08-11	north_C	29.69	TRUE	8
WFM	WFM06	WFM03	WFM_06_03	north	north_C	2015-08-03	2015-08-09	north_C	32.89	TRUE	6
NMT	NMT04	NMT02	NMT_04_02	north	north_C	2015-08-03	2015-08-11	north_C	39.81	TRUE	8
WFM	WFM01	WFM12	WFM_01_12	north	north_C	2015-08-03	2015-08-09	north_C	46.35	TRUE	6
WFM	WFM04	WFM15	WFM_04_15	north	north_C	2015-08-03	2015-08-10	north_C	35.76	FALSE	7
NMT	NMT09	NMT06	NMT_09_06	north	north_C	2015-08-03	2015-08-10	north_C	41.63	TRUE	7
LIJ	LIJ11	LIJ07	LIJ_11_07	north	north_C	2015-08-03	2015-08-16	north_C	27.64	FALSE	13
CUR	CUR12	CUR09	CUR_12_09	north	north_C	2015-08-03	2015-08-09	north_C	34.96	TRUE	6
LIJ	LIJ11	LIJ08	LIJ_11_08	north	north_C	2015-08-03	2015-08-11	north_C	45.35	TRUE	8
CUR	CUR03	CUR01	CUR_03_01	north	north_C	2015-08-03	2015-08-09	north_C	45.19	TRUE	6
CUR	CUR05	CUR01	CUR_05_01	north	north_C	2015-08-03	2015-08-09	north_C	36.35	TRUE	6
NMT	NMT02	NMT14	NMT_02_14	north	north_C	2015-08-03	2015-08-10	north_C	47.1	TRUE	7
WFM	WFM11	WFM08	WFM_11_08	north	north_C	2015-08-03	2015-08-10	north_C	NA	FALSE	7
NMT	NMT03	NMT01	NMT_03_01	north	north_C	2015-08-03	2015-08-09	north_C	33.05	TRUE	6
CUR	CUR09	CUR06	CUR_09_06	north	north_C	2015-08-03	2015-08-10	north_C	40.32	TRUE	7
NMT	NMT03	NMT02	NMT_03_02	north	north_C	2015-08-03	2015-08-10	north_C	48.2	TRUE	7
CUR	CUR09	CUR05	CUR_09_05	north	north_C	2015-08-03	2015-08-10	north_C	36.75	TRUE	7
LIJ	LIJ07	LIJ05	LIJ_07_05	north	north_C	2015-08-03	2015-08-16	north_C	30.24	TRUE	13
LIJ	LIJ15	LIJ13	LIJ_15_13	north	north_C	2015-08-03	2015-08-25	north_C	NA	FALSE	22
NMT	NMT07	NMT06	NMT_07_06	north	north_C	2015-08-03	2015-08-11	north_C	23.83	FALSE	8
LIJ	LIJ06	LIJ01	LIJ_06_01	north	north_C	2015-08-03	2015-08-10	north_C	45.17	TRUE	7
LIJ	LIJ11	LIJ09	LIJ_11_09	north	north_C	2015-08-03	2015-08-14	north_C	43.73	TRUE	11
RCK	RCK10	RCK09	RCK_10_09	north	north_C	2015-08-03	2015-08-14	north_C	28.96	TRUE	11
RCK	RCK06	RCK03	RCK_06_03	north	north_C	2015-08-03	2015-08-14	north_C	21.52	FALSE	11
CUR	CUR01	CUR12	CUR_01_12	north	north_C	2015-08-03	2015-08-11	north_C	29.44	TRUE	8
LIJ	LIJ14	LIJ12	LIJ_14_12	north	north_C	2015-08-03	2015-08-12	north_C	31.77	FALSE	9
WFM	WFM13	WFM12	WFM_13_12	north	north_C	2015-08-03	2015-08-09	north_C	28.5	TRUE	6
RCK	RCK12	RCK10	RCK_12_10	north	north_C	2015-08-03	2015-08-09	north_C	34.22	TRUE	6
WFM	WFM02	WFM13	WFM_02_13	north	north_C	2015-08-03	2015-08-14	north_C	29.5	TRUE	11
CUR	CUR05	CUR03	CUR_05_03	north	north_C	2015-08-03	2015-08-10	north_C	28.48	TRUE	7
CUR	CUR15	CUR13	CUR_15_13	north	north_C	2015-08-03	2015-08-11	north_C	32.04	TRUE	8
RCK	RCK10	RCK07	RCK_10_07	north	north_C	2015-08-03	2015-08-10	north_C	36.24	TRUE	7
LIJ	LIJ07	LIJ02	LIJ_07_02	north	north_C	2015-08-03	2015-08-13	north_C	33.39	TRUE	10
NMT	NMT10	NMT07	NMT_10_07	north	north_C	2015-08-03	2015-08-25	north_C	25.53	TRUE	22
NMT	NMT11	NMT09	NMT_11_09	north	north_C	2015-08-03	2015-08-12	north_C	31.35	TRUE	9
RCK	RCK12	RCK09	RCK_12_09	north	north_C	2015-08-03	2015-08-14	north_C	22.15	TRUE	11
NMT	NMT14	NMT11	NMT_14_11	north	north_C	2015-08-03	2015-08-11	north_C	37.1	TRUE	8
WFM	WFM02	WFM15	WFM_02_15	north	north_C	2015-08-03	2015-08-09	north_C	31.9	TRUE	6
CUR	CUR11	CUR09	CUR_11_09	north	north_C	2015-08-03	2015-08-17	north_C	33.31	FALSE	14
WFM	WFM08	WFM07	WFM_08_07	north	north_C	2015-08-03	2015-08-11	north_C	31.86	TRUE	8
CUR	CUR10	CUR08	CUR_10_08	north	north_C	2015-08-03	2015-08-09	north_C	31.15	FALSE	6
LIJ	LIJ07	LIJ03	LIJ_07_03	north	north_C	2015-08-03	2015-08-17	north_C	29.32	TRUE	14
CUR	CUR06	CUR04	CUR_06_04	north	north_C	2015-08-03	2015-08-10	north_C	32.65	TRUE	7
CUR	CUR13	CUR09	CUR_13_09	north	north_C	2015-08-03	2015-08-14	north_C	31.48	TRUE	11
WFM	WFM01	WFM13	WFM_01_13	north	north_C	2015-08-03	2015-08-09	north_C	33.64	TRUE	6
LIJ	LIJ01	LIJ13	LIJ_01_13	north	north_C	2015-08-03	2015-08-09	north_C	25.08	TRUE	6
RCK	RCK15	RCK14	RCK_15_14	north	north_C	2015-08-03	2015-08-25	north_C	13.91	FALSE	22
LIJ	LIJ06	LIJ03	LIJ_06_03	north	north_C	2015-08-03	2015-08-13	north_C	NA	FALSE	10
WFM	WFM14	WFM10	WFM_14_10	north	north_C	2015-08-03	2015-08-09	north_C	29.56	TRUE	6
RCK	RCK02	RCK15	RCK_02_15	north	north_C	2015-08-03	2015-08-10	north_C	31.53	TRUE	7
NMT	NMT06	NMT03	NMT_06_03	north	north_C	2015-08-03	2015-08-10	north_C	18.82	TRUE	7
WFM	WFM03	WFM15	WFM_03_15	north	north_C	2015-08-03	2015-08-09	north_C	35.35	TRUE	6
NMT	NMT06	NMT04	NMT_06_04	north	north_C	2015-08-03	2015-08-13	north_C	30.64	TRUE	10
NMT	NMT07	NMT04	NMT_07_04	north	north_C	2015-08-03	2015-08-13	north_C	30.99	TRUE	10
NMT	NMT03	NMT15	NMT_03_15	north	north_C	2015-08-03	2015-08-10	north_C	38.2	FALSE	7
RCK	RCK04	RCK03	RCK_04_03	north	north_C	2015-08-03	2015-08-10	north_C	41.89	TRUE	7
CUR	CUR07	CUR03	CUR_07_03	north	north_C	2015-08-03	2015-08-09	north_C	23.4	TRUE	6
CUR	CUR14	CUR10	CUR_14_10	north	north_C	2015-08-03	2015-08-11	north_C	40.72	TRUE	8
CUR	CUR10	CUR07	CUR_10_07	north	north_C	2015-08-03	2015-08-14	north_C	35.85	TRUE	11
WFM	WFM04	WFM14	WFM_04_14	north	north_C	2015-08-03	2015-08-11	north_C	29.76	TRUE	8
NMT	NMT04	NMT01	NMT_04_01	north	north_C	2015-08-03	2015-08-12	north_C	38.85	TRUE	9
NMT	NMT15	NMT13	NMT_15_13	north	north_C	2015-08-03	2015-08-11	north_C	30.47	TRUE	8
WFM	WFM03	WFM02	WFM_03_02	north	north_C	2015-08-03	2015-08-12	north_C	21.44	FALSE	9
LIJ	LIJ02	LIJ15	LIJ_02_15	north	north_C	2015-08-03	2015-08-11	north_C	19.65	TRUE	8
RCK	RCK06	RCK04	RCK_06_04	north	north_C	2015-08-03	2015-08-16	north_C	24.11	TRUE	13
CUR	CUR11	CUR07	CUR_11_07	north	north_C	2015-08-03	2015-08-11	north_C	31.46	TRUE	8
WFM	WFM05	WFM03	WFM_05_03	north	north_C	2015-08-03	2015-08-11	north_C	29.3	TRUE	8
LIJ	LIJ02	LIJ14	LIJ_02_14	north	north_C	2015-08-03	2015-08-16	north_C	27.3	TRUE	13
WFM	WFM07	WFM04	WFM_07_04	north	north_C	2015-08-03	2015-08-10	north_C	37.72	TRUE	7
CUR	CUR02	CUR15	CUR_02_15	north	north_C	2015-08-03	2015-08-13	north_C	23.37	FALSE	10
LIJ	LIJ10	LIJ08	LIJ_10_08	north	north_C	2015-08-03	2015-08-13	north_C	29.07	TRUE	10
RCK	RCK07	RCK05	RCK_07_05	north	north_C	2015-08-03	2015-08-11	north_C	20.99	FALSE	8
LIJ	LIJ12	LIJ08	LIJ_12_08	north	north_C	2015-08-03	2015-08-25	north_C	NA	FALSE	22
NMT	NMT08	NMT07	NMT_08_07	north	north_C	2015-08-03	2015-08-14	north_C	21.36	TRUE	11
CUR	CUR10	CUR06	CUR_10_06	north	north_C	2015-08-03	2015-08-10	north_C	34.42	TRUE	7
LIJ	LIJ15	LIJ11	LIJ_15_11	north	north_C	2015-08-03	2015-08-11	north_C	30.55	TRUE	8
NMT	NMT14	NMT12	NMT_14_12	north	north_C	2015-08-03	2015-08-10	north_C	28.69	TRUE	7
NMT	NMT08	NMT05	NMT_08_05	north	north_C	2015-08-03	2015-08-10	north_C	24.01	TRUE	7
WFM	WFM13	WFM09	WFM_13_09	north	north_C	2015-08-03	2015-08-10	north_C	27.03	FALSE	7
LIJ	LIJ06	LIJ02	LIJ_06_02	north	north_C	2015-08-03	2015-08-10	north_C	34.81	TRUE	7
LIJ	LIJ08	LIJ03	LIJ_08_03	north	north_C	2015-08-03	2015-08-10	north_C	32.23	TRUE	7
WFM	WFM12	WFM08	WFM_12_08	north	north_C	2015-08-03	2015-08-10	north_C	40.66	TRUE	7
RCK	RCK09	RCK07	RCK_09_07	north	north_C	2015-08-03	2015-08-10	north_C	28.99	FALSE	7
NMT	NMT08	NMT06	NMT_08_06	north	north_C	2015-08-03	2015-08-09	north_C	28.17	FALSE	6
RCK	RCK14	RCK13	RCK_14_13	north	north_C	2015-08-03	2015-08-10	north_C	31.46	TRUE	7
LIJ	LIJ03	LIJ01	LIJ_03_01	north	north_C	2015-08-03	2015-08-11	north_C	25.77	TRUE	8
CUR	CUR02	CUR13	CUR_02_13	north	north_C	2015-08-03	2015-08-10	north_C	29.07	TRUE	7
NMT	NMT10	NMT08	NMT_10_08	north	north_C	2015-08-03	2015-08-10	north_C	33.99	TRUE	7
CUR	CUR15	CUR11	CUR_15_11	north	north_C	2015-08-03	2015-08-19	north_C	28.39	TRUE	16
RCK	RCK01	RCK13	RCK_01_13	north	north_C	2015-08-03	2015-08-17	north_C	20.17	TRUE	14
LIJ	LIJ13	LIJ09	LIJ_13_09	north	north_C	2015-08-03	2015-08-09	north_C	27.98	TRUE	6
NMT	NMT02	NMT01	NMT_02_01	north	north_C	2015-08-03	2015-08-10	north_C	31.46	TRUE	7
WFM	WFM01	WFM14	WFM_01_14	north	north_C	2015-08-03	2015-08-10	north_C	35.58	TRUE	7
WFM	WFM04	WFM02	WFM_04_02	north	north_C	2015-08-03	2015-08-13	north_C	26.19	TRUE	10
CUR	CUR07	CUR05	CUR_07_05	north	north_C	2015-08-03	2015-08-10	north_C	32.79	TRUE	7
RCK	RCK08	RCK07	RCK_08_07	north	north_C	2015-08-03	2015-08-10	north_C	26.35	TRUE	7
CUR	CUR06	CUR02	CUR_06_02	north	north_C	2015-08-03	2015-08-09	north_C	34.58	TRUE	6
WFM	WFM11	WFM07	WFM_11_07	north	north_C	2015-08-03	2015-08-09	north_C	29.16	TRUE	6
NMT	NMT05	NMT03	NMT_05_03	north	north_C	2015-08-03	2015-08-10	north_C	28.02	TRUE	7
