"Pop","Dam","Sire","id","Cohort","GermBlock","Germinate","SowDate","GermDate","MainBlock","InitialSize","WinterSurv"
"NMT","NMT07","NMT04","NMT_07_04","south","south_H","Y","2015-08-23","2015-08-30","south_H",34.59,"YES"
"NMT","NMT11","NMT09","NMT_11_09","south","south_H","Y","2015-08-23","2015-08-29","south_H",33.66,"YES"
"NMT","NMT04","NMT01","NMT_04_01","south","south_H","Y","2015-08-23","2015-08-29","south_H",27.6,NA
"RCK","RCK03","RCK15","RCK_03_15","south","south_H","Y","2015-08-23","2015-09-01","south_H",22.01,"YES"
"NMT","NMT11","NMT08","NMT_11_08","south","south_H","Y","2015-08-23","2015-08-31","south_H",19.35,"YES"
"WFM","WFM03","WFM14","WFM_03_14","south","south_H","Y","2015-08-23","2015-08-29","south_H",22.67,"YES"
"LIJ","LIJ08","LIJ06","LIJ_08_06","south","south_H","Y","2015-08-23","2015-08-31","south_H",26.73,"YES"
"WFM","WFM04","WFM02","WFM_04_02","south","south_H","Y","2015-08-23","2015-08-30","south_H",35.73,"YES"
"LIJ","LIJ06","LIJ02","LIJ_06_02","south","south_H","Y","2015-08-23","2015-08-31","south_H",40.14,"YES"
"LIJ","LIJ02","LIJ13","LIJ_02_13","south","south_H","Y","2015-08-23","2015-08-30","south_H",21.49,"YES"
"LIJ","LIJ03","LIJ14","LIJ_03_14","south","south_H","Y","2015-08-23","2015-08-29","south_H",29.46,"YES"
"WFM","WFM14","WFM11","WFM_14_11","south","south_H","Y","2015-08-23","2015-08-29","south_H",31.79,"YES"
"LIJ","LIJ15","LIJ13","LIJ_15_13","south","south_H","Y","2015-08-23","2015-08-30","south_H",34.52,"YES"
"CUR","CUR09","CUR05","CUR_09_05","south","south_H","Y","2015-08-23","2015-08-29","south_H",31.11,"YES"
"WFM","WFM01","WFM12","WFM_01_12","south","south_H","Y","2015-08-23","2015-08-29","south_H",39.16,"YES"
"NMT","NMT13","NMT10","NMT_13_10","south","south_H","Y","2015-08-23","2015-08-30","south_H",43.45,"YES"
"CUR","CUR01","CUR12","CUR_01_12","south","south_H","Y","2015-08-23","2015-08-29","south_H",28.76,"YES"
"WFM","WFM08","WFM06","WFM_08_06","south","south_H","Y","2015-08-23","2015-08-28","south_H",26.23,"YES"
"WFM","WFM10","WFM06","WFM_10_06","south","south_H","Y","2015-08-23","2015-08-29","south_H",25.76,"YES"
"WFM","WFM07","WFM05","WFM_07_05","south","south_H","Y","2015-08-23","2015-08-28","south_H",28.66,"YES"
"LIJ","LIJ08","LIJ03","LIJ_08_03","south","south_H","Y","2015-08-23","2015-09-01","south_H",32.67,"YES"
"RCK","RCK12","RCK10","RCK_12_10","south","south_H","Y","2015-08-23","2015-08-30","south_H",27.68,"YES"
"LIJ","LIJ01","LIJ14","LIJ_01_14","south","south_H","Y","2015-08-23","2015-08-30","south_H",24.97,"YES"
"LIJ","LIJ14","LIJ10","LIJ_14_10","south","south_H","Y","2015-08-23","2015-08-30","south_H",31.97,"YES"
"CUR","CUR02","CUR15","CUR_02_15","south","south_H","Y","2015-08-23","2015-08-30","south_H",37.4,"YES"
"NMT","NMT12","NMT09","NMT_12_09","south","south_H","Y","2015-08-23","2015-08-29","south_H",24.21,"YES"
"RCK","RCK05","RCK04","RCK_05_04","south","south_H","Y","2015-08-23","2015-09-02","south_H",23.5,"YES"
"WFM","WFM13","WFM12","WFM_13_12","south","south_H","Y","2015-08-23","2015-08-29","south_H",21.99,"YES"
"RCK","RCK10","RCK08","RCK_10_08","south","south_H","Y","2015-08-23","2015-09-01","south_H",22.29,"YES"
"NMT","NMT05","NMT04","NMT_05_04","south","south_H","Y","2015-08-23","2015-08-29","south_H",35.99,"YES"
"NMT","NMT09","NMT06","NMT_09_06","south","south_H","Y","2015-08-23","2015-08-28","south_H",32.39,"YES"
"NMT","NMT05","NMT02","NMT_05_02","south","south_H","Y","2015-08-23","2015-08-29","south_H",30.87,"YES"
"NMT","NMT15","NMT13","NMT_15_13","south","south_H","Y","2015-08-23","2015-08-29","south_H",12.43,"YES"
"RCK","RCK04","RCK03","RCK_04_03","south","south_H","Y","2015-08-23","2015-09-04","south_H",21.57,"NO"
"WFM","WFM09","WFM06","WFM_09_06","south","south_H","Y","2015-08-23","2015-08-29","south_H",27.52,"YES"
"WFM","WFM05","WFM03","WFM_05_03","south","south_H","Y","2015-08-23","2015-08-30","south_H",24.46,"YES"
"NMT","NMT02","NMT01","NMT_02_01","south","south_H","Y","2015-08-23","2015-08-30","south_H",26.64,"YES"
"CUR","CUR08","CUR06","CUR_08_06","south","south_H","Y","2015-08-23","2015-08-31","south_H",24.04,"YES"
"RCK","RCK07","RCK06","RCK_07_06","south","south_H","Y","2015-08-23","2015-09-01","",NA,NA
"LIJ","LIJ06","LIJ03","LIJ_06_03","south","south_H","Y","2015-08-23","2015-08-31","south_H",29.03,"YES"
"WFM","WFM07","WFM04","WFM_07_04","south","south_H","Y","2015-08-23","2015-08-29","south_H",29.1,"YES"
"WFM","WFM02","WFM15","WFM_02_15","south","south_H","Y","2015-08-23","2015-08-29","south_H",25.06,"YES"
"RCK","RCK12","RCK11","RCK_12_11","south","south_H","Y","2015-08-23","2015-09-06","south_H",27.11,"YES"
"CUR","CUR14","CUR10","CUR_14_10","south","south_H","Y","2015-08-23","2015-08-29","south_H",35.98,"YES"
"WFM","WFM10","WFM08","WFM_10_08","south","south_H","Y","2015-08-23","2015-08-30","south_H",25.89,"YES"
"CUR","CUR01","CUR13","CUR_01_13","south","south_H","Y","2015-08-23","2015-08-29","south_H",25.59,"NO"
"WFM","WFM07","WFM03","WFM_07_03","south","south_H","Y","2015-08-23","2015-08-28","south_H",26.33,"YES"
"NMT","NMT02","NMT14","NMT_02_14","south","south_H","Y","2015-08-23","2015-08-29","south_H",26.59,"YES"
"RCK","RCK10","RCK09","RCK_10_09","south","south_H","Y","2015-08-23","2015-08-29","south_H",39.04,"NO"
"CUR","CUR09","CUR07","CUR_09_07","south","south_H","Y","2015-08-23","2015-08-29","south_H",21.14,"YES"
"LIJ","LIJ01","LIJ12","LIJ_01_12","south","south_H","Y","2015-08-23","2015-08-30","south_H",26.83,"YES"
"CUR","CUR06","CUR04","CUR_06_04","south","south_H","Y","2015-08-23","2015-08-29","south_H",34.25,"YES"
"RCK","RCK02","RCK14","RCK_02_14","south","south_H","Y","2015-08-23","2015-08-31","south_H",23.56,"YES"
"LIJ","LIJ14","LIJ11","LIJ_14_11","south","south_H","Y","2015-08-23","2015-08-29","south_H",22.57,"YES"
"CUR","CUR15","CUR13","CUR_15_13","south","south_H","Y","2015-08-23","2015-08-31","south_H",39.96,"YES"
"WFM","WFM12","WFM09","WFM_12_09","south","south_H","Y","2015-08-23","2015-08-29","south_H",25.72,"YES"
"NMT","NMT06","NMT05","NMT_06_05","south","south_H","Y","2015-08-23","2015-08-29","south_H",34.74,"YES"
"NMT","NMT03","NMT01","NMT_03_01","south","south_H","Y","2015-08-23","2015-08-28","south_H",32.07,"YES"
"WFM","WFM14","WFM10","WFM_14_10","south","south_H","Y","2015-08-23","2015-08-30","south_H",36.13,"NO"
"LIJ","LIJ01","LIJ13","LIJ_01_13","south","south_H","Y","2015-08-23","2015-08-29","south_H",26.87,"YES"
"WFM","WFM12","WFM08","WFM_12_08","south","south_H","Y","2015-08-23","2015-08-28","south_H",14.68,"YES"
"RCK","RCK09","RCK06","RCK_09_06","south","south_H","Y","2015-08-23","2015-08-31","south_H",32,"YES"
"RCK","RCK13","RCK10","RCK_13_10","south","south_H","Y","2015-08-23","2015-08-30","south_H",25.76,"YES"
"CUR","CUR12","CUR10","CUR_12_10","south","south_H","Y","2015-08-23","2015-08-28","south_H",28.3,"YES"
"RCK","RCK11","RCK08","RCK_11_08","south","south_H","Y","2015-08-23","2015-08-30","south_H",19.3,"YES"
"CUR","CUR04","CUR01","CUR_04_01","south","south_H","Y","2015-08-23","2015-08-30","south_H",40.04,"YES"
"WFM","WFM15","WFM11","WFM_15_11","south","south_H","Y","2015-08-23","2015-08-28","south_H",24.33,"YES"
"CUR","CUR02","CUR13","CUR_02_13","south","south_H","Y","2015-08-23","2015-08-29","south_H",34.77,"YES"
"CUR","CUR06","CUR03","CUR_06_03","south","south_H","Y","2015-08-23","2015-08-29","south_H",37.05,"NO"
"LIJ","LIJ11","LIJ09","LIJ_11_09","south","south_H","Y","2015-08-23","2015-08-29","south_H",34.35,"YES"
"CUR","CUR10","CUR06","CUR_10_06","south","south_H","Y","2015-08-23","2015-08-28","south_H",35.06,"YES"
"CUR","CUR07","CUR05","CUR_07_05","south","south_H","Y","2015-08-23","2015-08-29","south_H",24.04,"YES"
"WFM","WFM08","WFM05","WFM_08_05","south","south_H","Y","2015-08-23","2015-08-29","south_H",20.33,"YES"
"NMT","NMT08","NMT07","NMT_08_07","south","south_H","Y","2015-08-23","2015-08-31","south_H",29.38,"YES"
"NMT","NMT06","NMT03","NMT_06_03","south","south_H","Y","2015-08-23","2015-08-29","south_H",45.99,"YES"
"NMT","NMT01","NMT15","NMT_01_15","south","south_H","Y","2015-08-23","2015-08-29","south_H",39.16,"YES"
"RCK","RCK03","RCK01","RCK_03_01","south","south_H","Y","2015-08-23","2015-09-05","south_H",38.68,"YES"
"LIJ","LIJ09","LIJ05","LIJ_09_05","south","south_H","Y","2015-08-23","2015-08-29","south_H",31.29,"YES"
"LIJ","LIJ08","LIJ05","LIJ_08_05","south","south_H","Y","2015-08-23","2015-08-31","south_H",13.69,"YES"
"RCK","RCK02","RCK01","RCK_02_01","south","south_H","Y","2015-08-23","2015-09-03","south_H",14.38,"YES"
"NMT","NMT10","NMT08","NMT_10_08","south","south_H","Y","2015-08-23","2015-08-30","south_H",18.23,"YES"
"RCK","RCK05","RCK02","RCK_05_02","south","south_H","Y","2015-08-23","2015-08-31","south_H",26.25,"YES"
"WFM","WFM06","WFM03","WFM_06_03","south","south_H","Y","2015-08-23","2015-08-28","south_H",30,"YES"
"NMT","NMT01","NMT13","NMT_01_13","south","south_H","Y","2015-08-23","2015-08-28","south_H",22.62,"YES"
"NMT","NMT12","NMT11","NMT_12_11","south","south_H","Y","2015-08-23","2015-08-29","south_H",55.94,"YES"
"RCK","RCK08","RCK05","RCK_08_05","south","south_H","Y","2015-08-23","2015-09-01","",NA,NA
"RCK","RCK15","RCK13","RCK_15_13","south","south_H","Y","2015-08-23","2015-09-03","south_H",20.14,"YES"
"LIJ","LIJ03","LIJ01","LIJ_03_01","south","south_H","Y","2015-08-23","2015-08-30","south_H",22.83,"NO"
"NMT","NMT09","NMT07","NMT_09_07","south","south_H","Y","2015-08-23","2015-08-31","south_H",20.41,"YES"
"LIJ","LIJ06","LIJ01","LIJ_06_01","south","south_H","Y","2015-08-23","2015-08-28","south_H",22.85,"YES"
"CUR","CUR04","CUR02","CUR_04_02","south","south_H","Y","2015-08-23","2015-08-30","south_H",27.74,"YES"
"CUR","CUR03","CUR14","CUR_03_14","south","south_H","Y","2015-08-23","2015-08-30","south_H",30.09,"YES"
"WFM","WFM05","WFM04","WFM_05_04","south","south_H","N","2015-08-23",NA,"",NA,NA
"LIJ","LIJ09","LIJ06","LIJ_09_06","south","south_H","Y","2015-08-23","2015-08-30","south_H",25.64,"YES"
"NMT","NMT15","NMT13","NMT_15_13","south","south_I","Y","2015-08-23","2015-08-30","south_I",26.05,"YES"
"WFM","WFM07","WFM04","WFM_07_04","south","south_I","Y","2015-08-23","2015-08-30","south_I",22.64,"YES"
"LIJ","LIJ06","LIJ03","LIJ_06_03","south","south_I","Y","2015-08-23","2015-08-29","south_I",27.21,"YES"
"RCK","RCK15","RCK12","RCK_15_12","south","south_I","Y","2015-08-23","2015-08-31","south_I",26.04,"YES"
"NMT","NMT04","NMT01","NMT_04_01","south","south_I","Y","2015-08-23","2015-08-29","south_I",37.19,"YES"
"WFM","WFM02","WFM15","WFM_02_15","south","south_I","Y","2015-08-23","2015-08-28","south_I",35.86,"YES"
"RCK","RCK12","RCK11","RCK_12_11","south","south_I","Y","2015-08-23","2015-09-06","south_I",17.03,"YES"
"LIJ","LIJ15","LIJ13","LIJ_15_13","south","south_I","Y","2015-08-23","2015-09-02","south_I",14.04,"YES"
"WFM","WFM07","WFM03","WFM_07_03","south","south_I","Y","2015-08-23","2015-08-29","south_I",31.61,"YES"
"NMT","NMT07","NMT04","NMT_07_04","south","south_I","Y","2015-08-23","2015-08-30","south_I",27.27,"YES"
"NMT","NMT01","NMT14","NMT_01_14","south","south_I","Y","2015-08-23","2015-08-29","south_I",38.98,"YES"
"CUR","CUR14","CUR12","CUR_14_12","south","south_I","Y","2015-08-23","2015-08-31","south_I",36.9,"YES"
"CUR","CUR04","CUR15","CUR_04_15","south","south_I","Y","2015-08-23","2015-08-31","south_I",22.08,"YES"
"RCK","RCK06","RCK03","RCK_06_03","south","south_I","N","2015-08-23",NA,"",NA,NA
"NMT","NMT01","NMT15","NMT_01_15","south","south_I","Y","2015-08-23","2015-08-30","south_I",40.21,"YES"
"LIJ","LIJ02","LIJ15","LIJ_02_15","south","south_I","Y","2015-08-23","2015-09-01","south_I",37.97,"YES"
"WFM","WFM13","WFM09","WFM_13_09","south","south_I","Y","2015-08-23","2015-08-30","south_I",34.63,"YES"
"WFM","WFM05","WFM03","WFM_05_03","south","south_I","Y","2015-08-23","2015-08-30","south_I",23.9,"YES"
"WFM","WFM15","WFM14","WFM_15_14","south","south_I","Y","2015-08-23","2015-08-29","south_I",34.66,"YES"
"LIJ","LIJ05","LIJ02","LIJ_05_02","south","south_I","Y","2015-08-23","2015-08-28","south_I",44.37,"YES"
"NMT","NMT13","NMT11","NMT_13_11","south","south_I","Y","2015-08-23","2015-08-29","south_I",38.66,"YES"
"RCK","RCK08","RCK07","RCK_08_07","south","south_I","Y","2015-08-23","2015-08-30","south_I",26.08,"YES"
"RCK","RCK01","RCK13","RCK_01_13","south","south_I","Y","2015-08-23","2015-08-30","south_I",34.67,"YES"
"LIJ","LIJ10","LIJ06","LIJ_10_06","south","south_I","Y","2015-08-23","2015-08-30","south_I",30.3,"YES"
"RCK","RCK01","RCK15","RCK_01_15","south","south_I","Y","2015-08-23","2015-08-31","south_I",31.99,"YES"
"NMT","NMT12","NMT10","NMT_12_10","south","south_I","Y","2015-08-23","2015-08-28","south_I",32.85,"YES"
"LIJ","LIJ03","LIJ01","LIJ_03_01","south","south_I","Y","2015-08-23","2015-09-01","south_I",25.83,"YES"
"WFM","WFM01","WFM13","WFM_01_13","south","south_I","Y","2015-08-23","2015-08-30","south_I",32.42,"YES"
"LIJ","LIJ02","LIJ14","LIJ_02_14","south","south_I","Y","2015-08-23","2015-09-01","south_I",34.7,"YES"
"WFM","WFM13","WFM12","WFM_13_12","south","south_I","Y","2015-08-23","2015-08-28","south_I",38,"YES"
"WFM","WFM05","WFM04","WFM_05_04","south","south_I","N","2015-08-23",NA,"",NA,NA
"CUR","CUR11","CUR09","CUR_11_09","south","south_I","Y","2015-08-23","2015-08-31","south_I",49.47,"YES"
"NMT","NMT05","NMT04","NMT_05_04","south","south_I","Y","2015-08-23","2015-08-29","south_I",40.7,"YES"
"RCK","RCK06","RCK04","RCK_06_04","south","south_I","Y","2015-08-23","2015-09-02","south_I",NA,"NO"
"WFM","WFM04","WFM14","WFM_04_14","south","south_I","Y","2015-08-23","2015-08-29","south_I",26.64,"YES"
"WFM","WFM04","WFM02","WFM_04_02","south","south_I","Y","2015-08-23","2015-09-03","south_I",42.91,"YES"
"CUR","CUR08","CUR06","CUR_08_06","south","south_I","Y","2015-08-23","2015-08-31","south_I",52.04,"YES"
"LIJ","LIJ12","LIJ10","LIJ_12_10","south","south_I","Y","2015-08-23","2015-08-29","south_I",23.5,"YES"
"RCK","RCK02","RCK15","RCK_02_15","south","south_I","Y","2015-08-23","2015-08-29","south_I",13.87,"YES"
"CUR","CUR05","CUR01","CUR_05_01","south","south_I","Y","2015-08-23","2015-08-29","south_I",38.11,"YES"
"LIJ","LIJ08","LIJ05","LIJ_08_05","south","south_I","Y","2015-08-23","2015-08-30","south_I",38.51,"YES"
"LIJ","LIJ12","LIJ09","LIJ_12_09","south","south_I","Y","2015-08-23","2015-09-02","south_I",36.72,"YES"
"LIJ","LIJ03","LIJ14","LIJ_03_14","south","south_I","Y","2015-08-23","2015-08-30","south_I",22.32,"YES"
"RCK","RCK04","RCK02","RCK_04_02","south","south_I","Y","2015-08-23","2015-09-06","south_I",NA,"NO"
"CUR","CUR15","CUR13","CUR_15_13","south","south_I","Y","2015-08-23","2015-08-31","south_I",23.21,"YES"
"CUR","CUR05","CUR02","CUR_05_02","south","south_I","Y","2015-08-23","2015-08-29","south_I",44.44,"YES"
"LIJ","LIJ14","LIJ11","LIJ_14_11","south","south_I","Y","2015-08-23","2015-08-29","south_I",27.14,"YES"
"CUR","CUR09","CUR06","CUR_09_06","south","south_I","Y","2015-08-23","2015-08-29","south_I",18.56,"YES"
"WFM","WFM06","WFM04","WFM_06_04","south","south_I","Y","2015-08-23","2015-08-30","south_I",27.69,"YES"
"NMT","NMT06","NMT05","NMT_06_05","south","south_I","Y","2015-08-23","2015-08-29","south_I",57.67,"YES"
"CUR","CUR08","CUR05","CUR_08_05","south","south_I","Y","2015-08-23","2015-08-30","south_I",34.35,"YES"
"RCK","RCK02","RCK01","RCK_02_01","south","south_I","Y","2015-08-23","2015-09-02","south_I",28.53,"YES"
"LIJ","LIJ03","LIJ15","LIJ_03_15","south","south_I","Y","2015-08-23","2015-09-04","south_I",24.06,"YES"
"RCK","RCK05","RCK03","RCK_05_03","south","south_I","Y","2015-08-23","2015-09-03","south_I",16.21,"NO"
"CUR","CUR03","CUR15","CUR_03_15","south","south_I","Y","2015-08-23","2015-08-29","south_I",36.35,"YES"
"RCK","RCK03","RCK15","RCK_03_15","south","south_I","Y","2015-08-23","2015-09-04","south_I",25.67,"YES"
"WFM","WFM11","WFM08","WFM_11_08","south","south_I","Y","2015-08-23","2015-08-29","south_I",23.53,"YES"
"CUR","CUR13","CUR11","CUR_13_11","south","south_I","Y","2015-08-23","2015-08-30","south_I",17,"YES"
"LIJ","LIJ05","LIJ15","LIJ_05_15","south","south_I","Y","2015-08-23","2015-09-03","south_I",22.58,"YES"
"RCK","RCK04","RCK03","RCK_04_03","south","south_I","Y","2015-08-23","2015-08-30","south_I",27.87,"YES"
"CUR","CUR09","CUR07","CUR_09_07","south","south_I","Y","2015-08-23","2015-08-29","south_I",30.7,"YES"
"LIJ","LIJ06","LIJ01","LIJ_06_01","south","south_I","Y","2015-08-23","2015-09-01","south_I",23.91,"YES"
"LIJ","LIJ02","LIJ13","LIJ_02_13","south","south_I","Y","2015-08-23","2015-08-31","south_I",22.59,"YES"
"RCK","RCK07","RCK06","RCK_07_06","south","south_I","Y","2015-08-23","2015-09-02","south_I",19.14,"YES"
"NMT","NMT04","NMT02","NMT_04_02","south","south_I","Y","2015-08-23","2015-08-29","south_I",48.55,"YES"
"LIJ","LIJ09","LIJ06","LIJ_09_06","south","south_I","Y","2015-08-23","2015-08-29","south_I",20.87,"YES"
"WFM","WFM10","WFM08","WFM_10_08","south","south_I","Y","2015-08-23","2015-08-29","south_I",26.68,"YES"
"LIJ","LIJ13","LIJ10","LIJ_13_10","south","south_I","Y","2015-08-23","2015-08-29","south_I",32.19,"YES"
"NMT","NMT09","NMT07","NMT_09_07","south","south_I","Y","2015-08-23","2015-08-30","south_I",32.75,"YES"
"RCK","RCK15","RCK13","RCK_15_13","south","south_I","Y","2015-08-23","2015-08-30","south_I",26.2,"YES"
"LIJ","LIJ01","LIJ13","LIJ_01_13","south","south_I","Y","2015-08-23","2015-08-29","south_I",44.21,"YES"
"LIJ","LIJ10","LIJ08","LIJ_10_08","south","south_I","Y","2015-08-23","2015-08-31","south_I",48.89,"YES"
"LIJ","LIJ05","LIJ01","LIJ_05_01","south","south_I","Y","2015-08-23","2015-08-30","south_I",21.42,"YES"
"CUR","CUR06","CUR03","CUR_06_03","south","south_I","Y","2015-08-23","2015-08-30","south_I",53.87,"YES"
"CUR","CUR11","CUR08","CUR_11_08","south","south_I","Y","2015-08-23","2015-08-28","south_I",32.59,"YES"
"CUR","CUR10","CUR07","CUR_10_07","south","south_I","Y","2015-08-23","2015-08-29","south_I",28.03,"YES"
"CUR","CUR02","CUR15","CUR_02_15","south","south_I","Y","2015-08-23","2015-08-29","south_I",32.19,"YES"
"NMT","NMT04","NMT03","NMT_04_03","south","south_I","Y","2015-08-23","2015-08-29","south_I",42.07,"YES"
"NMT","NMT13","NMT10","NMT_13_10","south","south_I","Y","2015-08-23","2015-08-28","south_I",50.95,"YES"
"WFM","WFM02","WFM13","WFM_02_13","south","south_I","Y","2015-08-23","2015-08-29","south_I",44.34,"YES"
"WFM","WFM01","WFM14","WFM_01_14","south","south_I","Y","2015-08-23","2015-08-29","south_I",45.22,"YES"
"WFM","WFM15","WFM11","WFM_15_11","south","south_I","Y","2015-08-23","2015-08-29","south_I",28.44,"YES"
"WFM","WFM09","WFM06","WFM_09_06","south","south_I","Y","2015-08-23","2015-08-29","south_I",45.95,"YES"
"WFM","WFM07","WFM05","WFM_07_05","south","south_I","Y","2015-08-23","2015-08-28","south_I",31.51,"YES"
"CUR","CUR01","CUR13","CUR_01_13","south","south_I","Y","2015-08-23","2015-08-29","south_I",42.8,"YES"
"CUR","CUR15","CUR11","CUR_15_11","south","south_I","Y","2015-08-23","2015-08-30","south_I",35.08,"YES"
"RCK","RCK15","RCK14","RCK_15_14","south","south_I","Y","2015-08-23","2015-09-01","south_I",31.96,"YES"
"RCK","RCK10","RCK08","RCK_10_08","south","south_I","Y","2015-08-23","2015-08-28","south_I",35.7,"YES"
"WFM","WFM08","WFM06","WFM_08_06","south","south_I","Y","2015-08-23","2015-08-30","south_I",44.79,"YES"
"WFM","WFM02","WFM01","WFM_02_01","south","south_I","Y","2015-08-23","2015-08-29","south_I",45.07,"YES"
"WFM","WFM12","WFM10","WFM_12_10","south","south_I","Y","2015-08-23","2015-08-29","south_I",30.09,"YES"
"CUR","CUR06","CUR02","CUR_06_02","south","south_I","Y","2015-08-23","2015-08-29","south_I",30.07,"YES"
"CUR","CUR13","CUR09","CUR_13_09","south","south_I","Y","2015-08-23","2015-08-30","south_I",31.24,"YES"
"WFM","WFM14","WFM12","WFM_14_12","south","south_I","Y","2015-08-23","2015-08-29","south_I",22.41,"YES"
"WFM","WFM14","WFM11","WFM_14_11","south","south_I","Y","2015-08-23","2015-08-30","south_I",47.67,"YES"
"NMT","NMT06","NMT03","NMT_06_03","south","south_I","Y","2015-08-23","2015-08-29","south_I",39.99,"YES"
"LIJ","LIJ09","LIJ05","LIJ_09_05","south","south_I","Y","2015-08-23","2015-08-30","",NA,NA
"NMT","NMT07","NMT06","NMT_07_06","south","south_I","Y","2015-08-23","2015-08-29","south_I",24.97,"YES"
"CUR","CUR01","CUR12","CUR_01_12","south","south_I","Y","2015-08-23","2015-08-29","south_I",34.15,"YES"
"WFM","WFM09","WFM07","WFM_09_07","south","south_I","Y","2015-08-23","2015-08-29","south_I",33.91,"YES"
"WFM","WFM03","WFM14","WFM_03_14","south","south_I","Y","2015-08-23","2015-08-29","south_I",35.46,"YES"
"NMT","NMT12","NMT09","NMT_12_09","south","south_I","Y","2015-08-23","2015-08-29","south_I",41.15,"YES"
"NMT","NMT12","NMT11","NMT_12_11","south","south_I","Y","2015-08-23","2015-08-28","south_I",28.43,"YES"
"WFM","WFM08","WFM05","WFM_08_05","south","south_I","Y","2015-08-23","2015-08-29","south_I",13,"YES"
"RCK","RCK09","RCK06","RCK_09_06","south","south_I","Y","2015-08-23","2015-08-29","south_I",36.95,"YES"
"NMT","NMT10","NMT08","NMT_10_08","south","south_I","Y","2015-08-23","2015-08-30","south_I",33.47,"YES"
"CUR","CUR12","CUR10","CUR_12_10","south","south_I","Y","2015-08-23","2015-08-29","south_I",49.29,"YES"
"LIJ","LIJ14","LIJ12","LIJ_14_12","south","south_I","Y","2015-08-23","2015-08-29","south_I",33.39,"YES"
"CUR","CUR05","CUR03","CUR_05_03","south","south_I","Y","2015-08-23","2015-08-29","south_I",39.47,"YES"
